text,mor
alright . 2759_3079,	co|alright .
"+"" how's my daughter ? 286500_287510",	pro:int|how~cop|be&3S det:poss|my n|daughter ?
&-uh &=exhales and they says [,"	coord|and pro:sub|they v|say&PAST +""/."
"+"" well ‡ she's in another hospital nearer &=points to where you live . 289855_292475",	co|well beg|beg pro:sub|she~cop|be&3S prep|in qn|another n|hospital
"+"" &=inhales &=lips_smack but we hadta take you because this was an emergency . 293250_295820",	conj|but pro:sub|we mod|have&PAST~inf|to v|take pro:per|you
&=sniffs (.) and they happen to tell my daughter &=head,	coord|and pro:sub|they v|happen inf|to v|tell det:poss|my
that it was that serious . 302530_303920,	comp|that pro:per|it cop|be&PAST&13S det:dem|that adj|serious .
but this is what &=points,	conj|but pro:dem|this cop|be&3S pro:int|what pro:sub|she
"&=sniffs and I says +""/. 307930_308760","	coord|and pro:sub|I v|say-3S +""/."
"+"" well ‡ (.) okay ‡ &-uh what happens now ? 309125_312365",	co|well beg|beg co|okay beg|beg pro:int|what v|happen-3S
"they says +""/. 312870_312960","	pro:sub|they v|say-3S +""/."
"+"" we'll [/] we'll take care of it . 313580_314530",	pro:sub|we~mod|will v|take n|care prep|of pro:per|it .
and then they &=ges put something around my neck &=ges,	coord|and adv:tem|then pro:sub|they v|put&ZERO pro:indef|something
&=inhales and then my leg was,	coord|and adv:tem|then det:poss|my n|leg aux|be&PAST&13S adv|just
and they patched it up somehow . 325650_327900,	coord|and pro:sub|they v|patch-PAST pro:per|it adv|up adv|somehow .
and they hadta [/] hadta give me an operation &=head,	coord|and pro:sub|they mod|have&PAST~inf|to v|give pro:obj|me
there &=points I stayed for awhile (.) &=inhales until they &-uh &=ges did the operation . 330940_335530,	adv|there pro:sub|I v|stay-PAST prep|for adv|awhile prep|until
and &-uh &=exhales (.) then finally &=head,	coord|and adv:tem|then adv|final&dadj-LY pro:sub|I v|find&PAST
I got a phone &=head,	pro:sub|I v|get&PAST det:art|a n|phone prep|into det:art|the
at that time you could &=ges,	prep|at det:dem|that n|time pro:per|you mod|could v|get det:art|a
it's not like &=ges the cellphones they have today . 345350_347610,	pro:per|it~cop|be&3S neg|not prep|like det:art|the
&=inhales but &-uh I [/] (.) I got the phone &=head,	conj|but pro:sub|I v|get&PAST det:art|the n|phone .
and I called her . 352290_353130,	coord|and pro:sub|I v|call-PAST pro:obj|her .
&=inhales and asked how she was . 353860_354710,	coord|and v|ask-PAST pro:int|how pro:sub|she cop|be&PAST&13S .
she says she's [/] she's alright &=head,	pro:sub|she v|say-3S pro:sub|she~cop|be&3S adj|alright .
she's home &=head,	pro:sub|she~cop|be&3S adv|home .
&=inhales so ‡ that's where I had called &=points her &=head,	co|so beg|beg pro:dem|that~cop|be&3S pro:int|where pro:sub|I
and I was hoping she was home . 359400_360770,	coord|and pro:sub|I aux|be&PAST&13S part|hope-PRESP pro:sub|she
but that's where she was &=head,	conj|but pro:dem|that~cop|be&3S pro:int|where pro:sub|she
&=inhales and <they just> [//] &=head,	coord|and pro:sub|she adv|just v|stay-PAST adv|+prep|over+n|night .
and then they released her . 364640_365810,	coord|and adv:tem|then pro:sub|they v|release-PAST pro:obj|her .
so ‡ some of my friends came to visit her &=head,	co|so beg|beg pro:indef|some prep|of det:poss|my n|friend-PL
"and one of them had a car and said +""/. 370870_372450",	coord|and det:num|one prep|of pro:obj|them v|have&PAST det:art|a
"+"" you_know we'll take you &=head",	co|you_know pro:sub|we~mod|will v|take pro:per|you prep|to
&=inhales &=clears_throat I was a mess &=ges to look at first of all . 376630_379190,	pro:sub|I cop|be&PAST&13S det:art|a n|mess inf|to v|look prep|at
but &-uh (.) she did come (.) <with the> [/] with the friend . 380190_384220,	conj|but pro:sub|she mod|do&PAST v|come prep|with det:art|the
and &=lips_smack found out how serious it was and so for [,	coord|and v|find&PAST adv|out pro:int|how adj|serious pro:per|it
but &=ges I would make it &=head,	conj|but pro:sub|I mod|will&COND v|make pro:per|it .
but it would take time &=head,	conj|but pro:per|it mod|will&COND v|take n|time .
&=inhales so ‡ that's,	co|so beg|beg pro:dem|that~cop|be&3S det:art|the n|experience
<but I'm slowly trying> [//] &=ges see I forget the date . 395320_398000,	v|see pro:sub|I v|forget det:art|the n|date .
+< (be)cause I know it's you_know &=head,	conj|because pro:sub|I v|know pro:per|it~cop|be&3S co|you_know
I wanna say in the nineties &=shrugs or something like that . 400700_403620,	pro:sub|I v|want~inf|to co|say prep|in det:art|the n|ninety-PL
I [/] I'm taking a guess &=head,	pro:sub|I~aux|be&1S part|take-PRESP det:art|a n|guess .
but &-uh you could never forget that . 405580_407110,	conj|but pro:per|you mod|could adv:tem|never v|forget pro:dem|that
and I could never bend &=ges,	coord|and pro:sub|I mod|could adv:tem|never v|bend det:dem|that
the right foot is always gonna be stiff . 409660_411630,	det:art|the adj|right n|foot aux|be&3S adv|always
that's why I gotta wear special shoes &=looks,	pro:dem|that~cop|be&3S pro:int|why pro:sub|I mod|got~inf|to v|wear
and &-uh (.) the left foot is alright &=points,	coord|and det:art|the adj|left n|foot cop|be&3S adj|alright .
but &-uh the scar on my right foot &=points,	conj|but det:art|the n|scar prep|on det:poss|my adj|right n|foot .
they took something off my stomach &=points,	pro:sub|they v|take&PAST pro:indef|something prep|off det:poss|my
and you_know grafted [>] it &=ges,	coord|and co|you_know v|graft-PAST pro:per|it .
and &-uh &=exhales <tried to put it> [//] &=inhales they saved the foot (.) okay ? 428330_433340,	coord|and pro:sub|they v|save-PAST det:art|the n|foot adj|okay ?
&=inhales the [//] he [//] the doctor told me later on if it was six weeks sooner they would've hadta amputate it &=head,	det:art|the n|doctor v|tell&PAST pro:obj|me adv|later adv|on
but because they have discovered &=ges something &=head,	conj|but conj|because pro:sub|they aux|have part|discover-PASTP
&=inhales but I wouldn't be able to use that foot &=head,	conj|but pro:sub|I mod|will&COND~neg|not cop|be adj|able inf|to
but you'd ha,	conj|but pro:per|you~mod|genmod v|have det:art|the n|foot .
so ‡ that's what they used &=head,	co|so beg|beg pro:dem|that~cop|be&3S pro:int|what pro:sub|they
and &-uh to this day I can't &=head,	coord|and prep|to det:dem|this n|day pro:sub|I mod|can~neg|not
I hafta wear special shoes . 455443_457013,	pro:sub|I mod|have~inf|to v|wear n|special n|shoe-PL .
&=inhales you_know I go to a special &+sh &-uh shoe place . 457720_460220,	co|you_know pro:sub|I v|go prep|to det:art|a adj|special n|shoe
and I try to get shoes that match &=ges you_know &=head,	coord|and pro:sub|I v|try inf|to v|get n|shoe-PL det:dem|that
+< but &-uh they're little bigger &=head,	conj|but pro:sub|they~cop|be&PRES adj|little adj|big-CP .
you_know ‡ the right foot &=points,	co|you_know beg|beg det:art|the adj|right n|foot cop|be&3S
&=sniffs and &-uh &=shrugs I've been able to &=hits_walker live with a walker &=head,	coord|and pro:sub|I~aux|have cop|be&PASTP adj|able inf|to v|live
and that's the way &=shrugs I'll be living . 472660_474330,	coord|and pro:dem|that~cop|be&3S det:art|the n|way
and &-uh that's something I could never forget . 475470_477810,	coord|and pro:dem|that~cop|be&3S pro:indef|something pro:sub|I
+< but I'm thankful that my daughter &=exhales (.) came through &=head,	conj|but pro:sub|I~cop|be&1S adj|thank-FULL comp|that det:poss|my
but she remembers the accident &=points . 482490_484460,	conj|but pro:sub|she v|remember-3S det:art|the n|accident .
I remember nothing &=ges,	pro:sub|I v|remember pro:indef|nothing prep|of pro:per|it .
&=lips_smack and she told me about it . 487355_488625,	coord|and pro:sub|she v|tell&PAST pro:obj|me prep|about pro:per|it
what she found &=points and &+wh you_know all this stuff . 488815_491805,	pro:int|what pro:sub|she v|find&PAST coord|and co|you_know qn|all
and &-uh (.) so I could never forget that really totally . 492620_496820,	coord|and co|so pro:sub|I mod|could adv:tem|never v|forget
but &-uh you_know I'm thankful . 497640_500560,	conj|but co|you_know pro:sub|I~cop|be&1S adj|thank-FULL .
I'm thankful to be alive . 501250_502650,	pro:sub|I~cop|be&1S adj|thank-FULL inf|to cop|be adj|alive .
I never thought I would make it &=head,	pro:sub|I adv:tem|never v|think&PAST pro:sub|I mod|will&COND v|make
"<when I saw> [//] when they told me what was wrong with me I said +""/. 506130_508520",	conj|when pro:sub|they v|tell&PAST pro:obj|me pro:int|what
"+"" &-uh (.) &=shrugs what am I living for &=head",	pro:int|what cop|be&1S pro:sub|I part|live-PRESP prep|for ?
"you_know ‡ &=sniffs (.) I mean +""/. 511380_511690","	co|you_know beg|beg pro:sub|I v|mean +""/."
"+"" how are they gonna keep me alive ? 513039_514610",	pro:int|how cop|be&PRES pro:sub|they part|go&PRESP~inf|to v|keep
but &-uh that's [//] &=head,	conj|but adj|little prep|by adj|little pro:sub|I v|get&PAST
then they had pins &=ges,	adv:tem|then pro:sub|they v|have&PAST n|pin-PL prep|in det:poss|my
&=inhales and I couldn't walk up the steps &=ges,	coord|and pro:sub|I mod|could~neg|not v|walk adv|up det:art|the
<so ‡ I hadta stay in the> [>] bottom floor &=ges,	co|so beg|beg pro:sub|I mod|have&PAST~inf|to v|stay prep|in
&=inhales that's where I stayed . 531380_532250,	pro:dem|that~cop|be&3S pro:int|where pro:sub|I v|stay-PAST .
and my daughter fixed up the room and &=inhales &-uh brought things for me to eat . 532270_536280,	coord|and det:poss|my n|daughter v|fix-PAST prep|up det:art|the
but I couldn't &=head,	conj|but pro:sub|I mod|could~neg|not v|climb det:art|the n|step-PL
and &-uh (.) there was a bathroom there &=points (.) fortunately . 542480_546040,	coord|and pro:exist|there cop|be&PAST&13S det:art|a
&=inhales <but &-uh at that time I [/] I was using> [//] oh I &=points,	co|oh pro:sub|I mod|do&PAST~neg|not v|have det:art|a n|walk&dv-AGT
I had a cane . 552415_553255,	pro:sub|I v|have&PAST det:art|a n|cane .
&=lips_smack so ‡ I hadta use a cane very carefully when I did walk &=ges,	co|so beg|beg pro:sub|I mod|have&PAST~inf|to v|use det:art|a n|cane
but it was very painful &=head,	conj|but pro:per|it cop|be&PAST&13S adv|very adj|pain&dn-FULL .
but I couldn't walk up steps &=ges,	conj|but pro:sub|I mod|could~neg|not v|walk adv|up n|step-PL
&=inhales and I hadta just take it &=ges remove bandages and things like that &=head,	coord|and pro:sub|I mod|have&PAST~inf|to adv|just v|take pro:per|it
&=inhales but &-uh came through it alright . 567270_569350,	conj|but v|come&PAST prep|through pro:per|it co|alright .
and here I am . 569860_570690,	coord|and adv|here pro:sub|I cop|be&1S .
+< thank_you . 573930_574230,	co|thank_you .
(.) yes &=head,	co|yes pro:dem|that cop|be&PAST&13S adv|just pro:int|what pro:sub|I
&=inhales now +/. 588910_589280,	adv:tem|now +/.
oh alright when my father came after me . 593460_596070,	co|oh co|alright conj|when det:poss|my n|father v|come&PAST
when I was a young girl . 596120_597200,	conj|when pro:sub|I cop|be&PAST&13S det:art|a adj|young n|girl .
+< he was fixing a [/] a lamp &=ges,	pro:sub|he aux|be&PAST&13S part|fix-PRESP det:art|a n|lamp .
"and he says +""/. 599700_599840","	coord|and pro:sub|he v|say-3S +""/."
"+"" whatever &=finger",	pro:rel|whatever pro:per|you v|do mod|do~neg|not v|pull
"and I says +""/. 602290_602400","	coord|and pro:sub|I v|say-3S +""/."
"+"" what could happen &=shrugs if I pull the switch down ? 603600_605560",	pro:int|what mod|could v|happen comp|if pro:sub|I v|pull
+< &=looks,	det:art|the n|light-PL adv|on ?
and I pull &=ges,	coord|and pro:sub|I v|pull det:art|the n|switch .
well ‡ he came down &=ges,	co|well beg|beg pro:sub|he v|come&PAST adv|down prep|off
and &+th <I ran under> [//] &=ges we had beds . 610590_612960,	coord|and pro:sub|we v|have&PAST n|bed-PL .
it was a small rooms &=ges &=head,	pro:per|it cop|be&PAST&13S det:art|a adj|small n|room-PL prep|in
and I went under &=ges,	coord|and pro:sub|I v|go&PAST prep|under det:art|the n|bed .
I knew he couldn't &=head,	pro:sub|I v|know&PAST pro:sub|he mod|could~neg|not v|get pro:obj|me
so ‡ I stayed there . 619100_620080,	co|so beg|beg pro:sub|I v|stay-PAST adv|there .
"he says +""/. 620125_620135","	pro:sub|he v|say-3S +""/."
"+"" I'll wait for you &=finger",	pro:sub|I~mod|will v|wait prep|for pro:per|you .
"+"" I'll get you &=head",	pro:sub|I~mod|will aux|get pro:per|you .
and he took off his strap &=touches,	coord|and pro:sub|he v|take&PAST prep|off det:poss|his n|strap .
you_know ‡ and &=ges,	co|you_know beg|beg coord|and .
&=ges one of these things . 627175_628065,	det:num|one prep|of det:dem|these n|thing-PL .
you_know ‡ you hear it . 628088_628998,	co|you_know beg|beg pro:per|you v|hear pro:per|it .
&=inhales you_know what's &=head,	co|you_know pro:int|what~aux|be&3S part|happen-PRESP .
"I [/] I says +""/. 630330_630750","	pro:sub|I v|say-3S +""/."
"+"" I didn't mean to do it . 631460_632730",	pro:sub|I mod|do&PAST~neg|not v|mean prep|to mod|do pro:per|it .
you_know ‡ <and then finally> [//] he [/] (.) &=ges he &=ges was a smoker . 633400_637090,	co|you_know beg|beg pro:sub|he cop|be&PAST&13S det:art|a
so ‡ he went outside &=ges,	co|so beg|beg pro:sub|he v|go&PAST adv|+prep|out+n|side .
and he took a cigarette . 639880_640730,	coord|and pro:sub|he v|take&PAST det:art|a n|cigarette .
while he went outside (.) I came out &=ges from under the bed . 640750_644020,	conj|while pro:sub|he v|go&PAST adv|+prep|out+n|side pro:sub|I
&+ca ran &=ges outside somewhere &=head,	v|run&PAST adv|+prep|out+n|side adv|somewhere .
I was walking up and down the street &=ges . 645880_647330,	pro:sub|I aux|be&PAST&13S part|walk-PRESP adv|up coord|and
&=inhales and then I saw him &=head,	coord|and adv:tem|then pro:sub|I v|see&PAST pro:obj|him coord|and
and he forgot &=head,	coord|and pro:sub|he v|forget&PAST prep|about det:art|the n|strap
"+"" don't you ever &=finger",	mod|do~neg|not pro:per|you adv|ever v|do comp|that co|you_know .
but he never &=head,	conj|but pro:sub|he adv:tem|never v|hit&ZERO pro:obj|me coord|or
just scolded &=head,	adv|just v|scold-PAST pro:obj|me .
so ‡ I was frightened that I'd get hit (.) &=head,	co|so beg|beg pro:sub|I aux|be&PAST&13S part|frighten-PASTP
and the way he yelled . 663080_664080,	coord|and det:art|the n|way pro:sub|he v|yell-PAST .
he usually didn't yell &=ges,	pro:sub|he adv|usual&dadj-LY mod|do&PAST~neg|not v|yell .
when he yelled at me +... 665506_666546,	conj|when pro:sub|he v|yell-PAST prep|at pro:obj|me +...
&=sniffs and then hearing that &=imit,	coord|and adv:tem|then part|hear-PRESP det:dem|that n|strap .
that <was enough> [>] to scare &=head,	pro:rel|that cop|be&PAST&13S adv|enough inf|to v|scare
and it sure <scared &=head,	coord|and pro:per|it adj|sure part|scare-PASTP pro:obj|me conj|when
&=inhales to this day I don't like to hear &=ges,	prep|to det:dem|this n|day pro:sub|I mod|do~neg|not v|like inf|to
"(be)cause I think +""/. 676500_676740","	conj|because pro:sub|I v|think +""/."
"+"" who's gonna get hit &=looks &=laughs ? 676946_679676",	pro:int|who~aux|be&3S part|go&PRESP~inf|to v|get n|hit ?
so ‡ that was one [/] [>] &=head,	co|so beg|beg pro:dem|that cop|be&PAST&13S det:num|one n|time .
(.) yes &=head,	co|yes .
&=inhales I had a problem with a [/] a person that couldn't speak English . 696610_700680,	pro:sub|I v|have&PAST det:art|a n|problem prep|with det:art|a
so ‡ at that time I could speak Ukranian &=head,	co|so beg|beg prep|at det:dem|that n|time pro:sub|I mod|could
but &-uh this lady was from that Scandanavian country . 709030_713050,	conj|but det:dem|this n|lady cop|be&PAST&13S prep|from comp|that
and &-uh &-uh <she was> [//] she wanted something &=head,	coord|and pro:sub|she v|want-PAST pro:indef|something .
and I didn't know &=head,	coord|and pro:sub|I mod|do&PAST~neg|not v|know pro:int|what
and she was no good with her hands &=ges because that was going all over the place &=laughs . 719510_723220,	coord|and pro:sub|she cop|be&PAST&13S qn|no adj|good prep|with
but &-uh she tried to talk . 724340_726100,	conj|but pro:sub|she v|try-PAST inf|to v|talk .
&=inhales and &-uh she garbled so much &=ges with her voice . 726590_730150,	coord|and pro:sub|she v|garble-PAST adv|so adv|much prep|with
she didn't &=head,	pro:sub|she mod|do&PAST~neg|not v|have det:art|a adj|clear n|voice
&=inhales so ‡ I'm trying to help her to get her what she wants . 732320_734740,	co|so beg|beg pro:sub|I~aux|be&1S part|try-PRESP inf|to v|help
and she was in &=ges,	coord|and pro:sub|she cop|be&PAST&13S prep|in det:art|the n|house .
she had visited my mother . 736660_737810,	pro:sub|she aux|have&PAST part|visit-PASTP det:poss|my n|mother .
and my mother could understand her &=ges . 737830_739350,	coord|and det:poss|my n|mother mod|could v|understand pro:obj|her .
but I couldn't &=head,	conj|but pro:sub|I mod|could~neg|not .
I was still very young &=head,	pro:sub|I cop|be&PAST&13S adv|still adv|very adj|young adv:tem|then
"&=inhales &=lips_smack and &-uh finally (.) I asked her in Ukranian +""/. 742770_746610",	coord|and adv|final&dadj-LY pro:sub|I v|ask-PAST pro:obj|her
www .,
do you want water &=head,	mod|do pro:per|you v|want n|water ?
(.) and she looked at me as if she didn't &=ges know what water is (.) &=head,	coord|and pro:sub|she v|look-PAST prep|at pro:obj|me adv|as conj|if
but she was thirsty &=head,	conj|but pro:sub|she cop|be&PAST&13S adj|thirst&dn-Y .
so ‡ I waited for her response . 759500_762790,	co|so beg|beg pro:sub|I v|wait-PAST prep|for pro:obj|her n|response
and I looked at her face . 762880_763990,	coord|and pro:sub|I v|look-PAST prep|at det:poss|her n|face .
and I went to the sink &=ges,	coord|and pro:sub|I v|go&PAST prep|to det:art|the n|sink .
and I put it you_know in &=ges,	coord|and pro:sub|I v|put&ZERO pro:per|it co|you_know prep|in
and I brought it to her &=ges,	coord|and pro:sub|I v|bring&PAST pro:per|it prep|to pro:obj|her .
"I says +""/. 769490_769590","	pro:sub|I v|say-3S +""/."
"+"" worst she can do is throw it at me . 769880_771420",	adj|bad&SP pro:sub|she mod|can v|do aux|be&3S v|throw pro:per|it
<&=inhales &=laughs> [>] so I give her the glass of water and she drank it &=ges,	co|so pro:sub|I v|give pro:obj|her det:art|the n|glass prep|of
and she thanked me &=head,	coord|and pro:sub|she v|thank-PAST pro:obj|me prep|with
that &=ges I could understand . 780540_781430,	comp|that pro:sub|I mod|could v|understand .
+< but there I had a difficult &=head,	conj|but adv|there pro:sub|I v|have&PAST det:art|a adj|difficult
&=inhales but trying to help &=ges somebody . 784170_785820,	conj|but part|try-PRESP inf|to v|help pro:indef|somebody .
and even if I knew the language &=ges it didn't &=head,	coord|and adv|even conj|if pro:sub|I v|know&PAST det:art|the
&=inhales you_know except that I put it together &=ges very simply &=ges . 790310_793390,	co|you_know prep|except comp|that pro:sub|I v|put&ZERO pro:per|it
+< and she &=head,	coord|and pro:sub|she v|get&PAST det:poss|her n|water .
she was alright &=head,	pro:sub|she cop|be&PAST&13S adj|alright .
(..) it looks like a [/] (.) a tree . 819450_821910,	pro:per|it v|look-3S conj|like det:art|a n|tree .
(..) is that water all around ? [+ exc] 826550_828170,	cop|be&3S pro:dem|that v|water adv|all adv|around ?
(.) no clue . [+ exc] 831840_832530,	qn|no n|clue .
but he's got a_lot_of gear on &=points,	conj|but pro:sub|he~aux|be&3S part|get&PASTP qn|a_lot_of n|gear
(.) okay ‡ &=shrugs I'll start . [+ exc] 837970_838860,	co|okay beg|beg pro:sub|I~mod|will v|start .
they were on a boat . 839550_840780,	pro:sub|they cop|be&PAST prep|on det:art|a n|boat .
I'm taking this as water &=head,	pro:sub|I~aux|be&1S part|take-PRESP pro:dem|this prep|as n|water .
(.) although I didn't know how &+leva &=ges . [+ exc] 847130_849260,	conj|although pro:sub|I mod|do&PAST~neg|not v|know pro:rel|how .
alright they were on [//] in a boat . 850260_852110,	adj|alright pro:sub|they cop|be&PAST prep|in det:art|a n|boat .
and it capsized . 852610_853880,	coord|and pro:per|it v|capsize-PAST .
they were near to the &=ges,	pro:sub|they cop|be&PAST adv|near prep|to det:art|the n|land .
they were near to land . [+ exc] 859150_860190,	pro:sub|they cop|be&PAST adv|near prep|to n|land .
where there was branches &=ges,	pro:int|where adv|there cop|be&PAST&13S n|branch-PL pro:rel|that
and this man was all &=ges prepared for any &+emer +//. 865110_867090,	coord|and det:dem|this n|man aux|be&PAST&13S adv|all
he has muscles &=ges,	pro:sub|he aux|have&3S n|muscle-PL .
&=inhales so ‡ he's strong . 868701_869861,	co|so beg|beg pro:sub|he~cop|be&3S adj|strong .
&=sniffs and he's holding on to this limb that's over &=ges,	coord|and pro:sub|he~aux|be&3S part|hold-PRESP adv|on prep|to
but they're still &=ges in the water . 874930_876180,	conj|but pro:sub|they~cop|be&PRES adv|still prep|in det:art|the
the water is &=ges still circling around them . 876200_879210,	det:art|the n|water aux|be&3S adv|still part|circle-PRESP
&=inhales and there's a woman next to him . 879540_880960,	coord|and pro:exist|there~cop|be&3S det:art|a n|woman adv|next
"&=inhales girlfriend, wife, &=shrugs could be anyone . 881891_884221",	n|+n|girl+n|friend cm|cm n|wife cm|cm mod|could cop|be
and &=inhales he is holding on . 885000_886980,	coord|and pro:sub|he aux|be&3S part|hold-PRESP adv|on .
you can see his muscles &=ges are &-uh (.) &=points,	pro:per|you mod|can v|see det:poss|his n|muscle-PL cop|be&PRES
&=inhales and &=points,	coord|and pro:sub|he~aux|be&3S part|get&PASTP qn|all det:art|the
but (.) the lady (.) doesn't look like she has any &=points,	conj|but det:art|the n|lady mod|do&3S~neg|not v|look conj|like
and there's some kind of (.) &=points,	coord|and pro:exist|there~cop|be&3S qn|some n|kind prep|of n|thing
as if he's going to give her that to put on . 913800_916300,	conj|as conj|if pro:sub|he~aux|be&3S part|go-PRESP inf|to v|give
to help her to get out_of the water . 916450_918440,	inf|to v|help pro:obj|her inf|to v|get prep|out_of det:art|the
(.) and then she's tryin(g) to see where she can hold on to him . 921030_924560,	coord|and adv:tem|then pro:sub|she~aux|be&3S part|try-PRESP inf|to
"and he says +""/. 925810_926020","	coord|and pro:sub|he v|say-3S +""/."
"+"" &=head",	pro:per|you mod|can mod|do pro:per|it .
and that's how they're &-uh securing themselves . 928050_931990,	coord|and pro:dem|that~cop|be&3S pro:int|how
&=sniffs and then he pulls her slowly &=points,	coord|and adv:tem|then pro:sub|he v|pull-3S pro:obj|her
and because he was so strong and &=points,	coord|and conj|because pro:sub|he cop|be&PAST&13S adv|so adj|strong
&=inhales he was able to get out and pull her out . 949130_951240,	pro:sub|he cop|be&PAST&13S adj|able inf|to v|get adv|out coord|and
so ‡ the beginning is &-uh watch the waters . 951860_955130,	co|so beg|beg det:art|the n:gerund|begin-PRESP cop|be&3S v|watch
and if you see it bad &=head,	coord|and conj|if pro:per|you v|see pro:per|it adj|bad
&=inhales and be sure that you're dressed &=points,	coord|and cop|be adj|sure comp|that pro:per|you~aux|be&PRES
and if you capsize don't panic . 960830_962690,	coord|and conj|if pro:per|you v|capsize mod|do~neg|not v|panic .
+< do you know what that is &=points_picture that picture ? [+ exc] 968720_970160,	mod|do pro:per|you v|know pro:int|what comp|that cop|be&3S
is it water ? [+ exc] 970180_970790,	aux|be&3S pro:per|it v|water ?
is it a man that's +... [+ exc] 970810_972000,	aux|be&3S pro:per|it det:art|a n|man pro:rel|that~cop|be&3S +...
+< yeah &=head,	co|yeah .
(be)cause of the equipment &=points_picture there . [+ exc] 974500_975990,	conj|because prep|of det:art|the n|equip&dv-MENT n|there .
but how would it be in the middle of the ocean there or lake ? [+ exc] 977910_980800,	conj|but pro:int|how mod|will&COND pro:per|it cop|be prep|in
+< &+y that's why I &=ges,	pro:dem|that~cop|be&3S pro:int|why pro:sub|I v|say&PAST det:art|the
okay . [+ exc] 985520_985900,	co|okay .
&=sighs (..) okay &=clears_throat . [+ exc] 996270_996400,	co|okay .
(.) alright here's a boy . 1011513_1012393,	co|alright pro:exist|here~cop|be&3S det:art|a n|boy .
he's playing out in a &=points,	pro:sub|he~aux|be&3S part|play-PRESP adv|out prep|in det:art|a
and he's kicking it looks like a [//] &=points,	coord|and pro:sub|he~aux|be&3S part|kick-PRESP pro:per|it v|look-3S
you_know ‡ one &=ges,	co|you_know beg|beg det:num|one prep|of det:dem|these n|soccer
he's kicking it . 1023000_1023810,	pro:sub|he~aux|be&3S part|kick-PRESP pro:per|it .
uhoh but what happens is &=sniffs he goes through a window . 1024329_1028150,	co|uhoh conj|but pro:int|what v|happen-3S cop|be&3S pro:sub|he
&=inhales the soccer &=points,	det:art|the n|soccer n|ball .
and breaks it . 1030710_1031550,	coord|and v|break-3S pro:per|it .
and the man inside could &=head,	coord|and det:art|the n|man adv|+prep|in+n|side mod|could cop|be
and he gets scared &=head,	coord|and pro:sub|he v|get-3S v|scare-PAST conj|because pro:sub|he
and the [/] the window breaking . 1042609_1044349,	coord|and det:art|the n|window part|break-PRESP .
&=sniffs and &-uh he gets up very carefully because there's &=points,	coord|and pro:sub|he v|get-3S prep|up adv|very
and he picks up the soccer ball . 1051280_1052770,	coord|and pro:sub|he v|pick-3S prep|up det:art|the n|soccer n|ball
and he looks outside the &+g &=points,	coord|and pro:sub|he v|look-3S prep|outside det:art|the
&=inhales and he sees his son (.) &=sniffs had kicked it in there &=sniffs . 1058720_1061900,	coord|and pro:sub|he v|see-3S det:poss|his n|son aux|have&PAST
now he hasta determine what is he going to do . 1062710_1065630,	adv:tem|now pro:sub|he mod|have&3S~inf|to v|determine pro:int|what
first of all he knows he knows he's gonna see if the boy is alright . 1065960_1068790,	adv|first prep|of pro:indef|all pro:sub|he v|know-3S pro:sub|he
and the boy &=head,	coord|and det:art|the n|boy cop|be&PAST&13S adj|alright .
&=inhales &-uh and he's gotta find &=points,	coord|and pro:sub|he~cop|be&3S mod|got~inf|to v|find
&=inhales and then he's gonna tell the boy not to kick the ball near &=points,	coord|and adv:tem|then pro:sub|he~aux|be&3S part|go&PRESP~inf|to
to be kicking it &=points,	inf|to aux|be part|kick-PRESP pro:per|it prep|in det:art|the
he's teaching him a lesson . 1083108_1085188,	pro:sub|he~aux|be&3S part|teach-PRESP pro:obj|him det:art|a
but he didn't get excited because accidents like that can happen . 1085825_1089395,	conj|but pro:sub|he mod|do&PAST~neg|not aux|get part|excite-PASTP
"&=inhales so ‡ he just teaches the boy +""/. 1089970_1091460","	co|so beg|beg pro:sub|he adv|just v|teach-3S det:art|the n|boy +""/."
"+"" next time don't do it . 1092000_1093060",	adj|next n|time mod|do~neg|not mod|do pro:per|it .
"+"" and I'm glad &=points",	coord|and pro:sub|I~cop|be&1S adj|glad pro:per|you~aux|be&PRES
"+"" &=inhales the glass &=ges ca [",	det:art|the n|glass mod|can aux|be part|fix-PASTP .
"+"" &=inhales and &-uh we'll clean &=ges up here . 1096740_1098200",	coord|and pro:sub|we~mod|will v|clean prep|up n|here .
"+"" and get that all straightened out . 1098700_1100300",	coord|and v|get comp|that qn|all v|straighten-PAST adv|out .
&=lips_smack <so the thing is> [//] &=lips_smack (.) there's [//] <there was a [/] (.) a telephone> [//] &-um you_know I worked for &=ges the New_York_Telephone_Company . [+ exc] 1101070_1109380,	co|you_know pro:sub|I v|work-PAST prep|for det:art|the
+< and there was one thing &=inhales that I still remember to this day . [+ exc] 1109978_1113898,	coord|and pro:exist|there cop|be&PAST&13S det:num|one n|thing
it was their motto . [+ exc] 1113920_1115020,	pro:per|it cop|be&PAST&13S det:poss|their n|motto .
there is no job (.) that is so important (.) that it cannot be performed safely (.) at a,	pro:exist|there cop|be&3S qn|no n|job pro:rel|that cop|be&3S adv|so
and this is what this man &=points,	coord|and pro:dem|this cop|be&3S pro:int|what det:dem|this n|man
because he remembered he useta work for the telephone company . 1130281_1133161,	conj|because pro:sub|he v|remember-PAST pro:sub|he mod|used~inf|to
"and he says +""/. 1133550_1133760","	coord|and pro:sub|he v|say-3S +""/."
